r100172, r809687 
r696172, r709670
r696196, r424696
r696325, r370322
r696374, r541368
r696417, r764831
r696583, r732549
r696710, r762114
r697344, r714142
r697421, r539475
r697496, r205923
r697507, r573248
r697529, r949042
r697686, r307896
r697731, r294542
r697813, r715729
r698048, r773473
r698059, r148409
r698162, r465882
r698189, r260227
r698413, r824992
r698422, r943541
r698714, r891199
r698743, r804846
r698958, r273102
r698984, r545799
r699343, r333207
r699476, r697230
r699491, r374803
r699571, r134556
r699590, r463717
r699742, r867822
r699796, r378771
r699817, r692678
r699822, r690836
r699848, r772784
r699923, r831823
r699967, r272972
r699987, r729578
r700202, r950540
r700283, r335410
r700741, r967619
r700765, r782256
r700868, r433703
r700885, r203453
r700931, r400124
r701053, r615472
r701071, r342125
r701118, r172672
r701204, r205577
r701239, r245039
r701285, r202371
r701390, r340571
r701524, r974236
r701641, r525485
r701823, r145318
r701974, r511296
r701985, r162636
r702012, r640112
r702065, r440338
r702097, r119640
r702207, r742651
r702265, r893868
r702345, r209557
r702430, r264141
r702670, r320899
r702831, r247235
r702912, r252899
r702946, r565935
r702980, r687871
r703124, r522116
r703174, r775149
r703181, r892903
r703206, r877988
r703320, r472584
r703455, r296344
r703548, r572598
r703620, r601604
r703803, r948534
r703848, r254713
r703878, r944831
r703962, r953948
r704121, r305870
r704132, r902764
r704181, r700517
r704280, r367276
r704318, r907428
r704332, r915379
r704481, r324083
r704550, r693798
r704559, r572046
r704592, r176496
r704682, r860980
r704725, r753450
r704910, r685544
r704942, r202337
r705189, r221701
r705248, r316712
r705289, r481381
r705299, r858104
r705353, r846005
r705584, r284371
r705606, r469922
r705646, r714620
r705709, r774123
r706083, r709894
r706190, r821930
r706232, r215349
r706421, r814179
r707275, r924872
r707359, r634457
r707416, r348713
r707426, r711419
r707650, r371000
r707688, r130662
r707809, r283330
r707813, r425083
r707826, r432278
r708059, r882118
r708117, r193041
r708249, r773907
r708255, r352250
r708352, r992551
r708424, r231509
r708691, r337287
r708767, r349463
r708865, r947120
r708872, r358147
r708909, r468436
r708930, r846110
r709190, r801557
r709243, r724925
r709258, r734652
r709298, r140900
r709321, r145796
r709415, r611494
r709597, r358029
r709713, r169724
r709875, r909619
r709982, r628345
r709995, r925915
r710173, r247883
r710391, r409248
r710509, r434705
r710526, r151303
r710814, r294633
r710819, r392409
r710828, r396600
r710846, r540584
r710872, r609972
r710953, r454439
r711183, r352354
r711214, r812073
r711489, r459688
r711512, r574949
r711649, r681378
r711744, r994203
r711813, r471940
r711873, r109629
r711939, r610198
r711959, r177050
r711971, r990425
r712014, r275618
r712112, r625004
r712130, r967472
r712261, r978514
r712271, r618011
r712466, r501564
r713272, r240498
r713275, r168740
r713305, r105060
r713313, r603101
r713370, r187340
r713370, r778763
r713553, r729735
r713574, r416890
r713623, r382468
r713672, r782783
r713801, r448160
r714107, r941709
r714120, r856573
r714231, r997337
r714235, r190595
r714264, r149038
r714300, r352203
r714449, r844257
r714493, r116122
r714493, r556891
r714506, r619969
r714563, r803357
r714634, r716660
r714793, r294372
r714810, r494603
r714830, r201004
r714836, r685351
r714877, r422260
r714881, r961325
r715016, r810950
r715039, r472212
r715084, r217411
r715166, r619208
r715168, r823298
r715665, r199711
r715751, r463313
r715766, r889295
r715798, r159241
r715812, r514373
r715853, r586794
r715982, r733614
r716050, r248215
r716078, r103212
r716198, r306474
r716210, r497881
r716326, r842653
r716429, r550952
r716466, r175308
r716864, r297550
r717026, r371016
r717067, r431851
r717306, r534938
r717348, r319539
r717364, r467473
r717559, r906979
r717678, r839215
r717768, r574150
r717957, r917986
r717984, r468670
r718040, r669202
r718090, r607006
r718309, r927548
r718496, r999127
r718690, r893971
r718709, r657808
r718731, r298976
r718746, r306502
r718877, r140404
r719354, r345689
r719590, r210207
r719723, r508653
r719773, r982716
r719861, r170514
r720014, r952413
r720026, r588964
r720095, r713022
r720327, r520013
r720361, r166489
r720361, r575001
r720398, r641970
r720437, r669764
r720460, r361791
r720504, r657350
r721063, r412384
r721120, r147897
r721120, r239592
r721164, r994184
r721204, r809400
r721317, r401419
r721333, r247146
r721362, r269762
r721380, r436869
r721532, r833713
r721706, r853348
r721754, r321190
r721933, r658192
r721953, r418889
r722124, r962836
r722386, r440275
r722400, r813773
r722659, r726272
r722671, r636113
r722693, r574701
r722984, r744132
r723292, r656172
r723370, r804937
r723398, r485700
r723418, r913175
r723455, r655800
r723609, r681962
r723683, r278452
r723753, r901671
r723761, r579435
r723825, r580865
r723966, r548217
r724021, r376511
r724285, r214098
r724457, r634461
r724465, r220560
r724566, r391683
r724568, r322630
r724611, r199403
r724624, r699805
r724734, r108972
r724797, r174916
r724855, r470926
r725089, r624627
r725102, r974801
r725136, r274577
r725174, r245688
r725191, r487230
r725283, r524468
r725314, r455909
r725354, r245980
r725384, r690420
r725440, r653461
r725455, r907140
r725476, r248583
r725489, r695043
r725494, r674914
r725530, r324943
r725580, r589098
r725671, r244184
r725695, r654270
r725735, r640015
r725812, r623358
r725915, r753115
r726019, r464014
r726167, r624156
r726338, r274571
r726740, r452318
r726820, r782633
r727076, r564371
r727135, r782264
r727169, r318485
r727307, r502729
r727312, r481844
r727444, r792993
r727539, r116122
r727561, r243022
r727571, r351931
r727583, r161267
r727641, r413747
r727653, r941486
r727744, r946955
r727768, r523579
r727874, r957624
r728008, r531647
r728093, r388629
r728119, r752301
r728154, r866218
r728189, r277387
r728283, r792204
r728365, r189777
r728504, r465136
r728648, r720736
r728746, r661401
r728814, r129241
r728816, r519239
r728840, r543000
r728858, r142274
r728960, r585077
r729070, r665322
r729105, r496763
r729242, r617163
r729463, r557254
r729572, r387827
r729713, r534416
r729760, r877425
r729876, r470460
r729967, r743514
r730125, r755269
r730244, r130374
r730251, r747749
r730257, r778619
r730430, r810643
r730449, r191331
r730556, r279844
r730716, r911270
r730940, r230253
r731108, r626045
r731151, r817974
r731197, r926003
r731217, r495300
r731222, r875188
r731249, r694037
r731405, r506028
r731513, r153590
r731515, r613793
r731598, r257364
r731779, r468215
r731862, r255003
r731967, r780800
r732105, r434318
r732138, r290602
r732225, r701886
r732266, r177890
r732312, r298512
r732427, r952274
r732510, r781024
r732564, r985206
r732614, r594846
r732739, r623301
r732904, r562590
r732956, r418190
r733090, r732887
r733195, r534935
r733332, r134341
r733366, r874386
r733594, r385787
r733610, r469478
r733783, r478159
r733784, r634933
r733789, r997640
r733823, r749953
r733979, r925218
r733992, r670028
r734040, r232297
r734075, r561929
r734265, r123532
r734299, r386532
r734363, r387286
r734525, r889061
r734574, r526953
r734659, r181070
r734773, r914822
r735318, r384381
r735449, r549029
r735536, r995357
r735550, r457363
r735691, r531420
r735883, r598093
r735886, r818245
r735956, r238411
r735962, r738954
r736006, r595181
r736012, r679164
r736153, r781289
r736154, r564085
r736159, r933972
r736259, r433465
r736260, r221904
r736261, r850750
r736472, r813507
r736488, r433587
r736683, r122785
r736740, r377257
r736858, r244989
r736984, r509817
r737174, r559974
r737403, r303157
r737597, r901724
r737758, r735677
r737878, r401931
r738081, r910987
r738233, r579301
r738261, r810789
r738327, r508288
r738425, r986031
r738589, r827790
r738891, r372724
r738896, r887629
r738914, r983430
r739035, r973230
r739045, r967973
r739086, r606825
r739108, r834992
r739460, r516286
r739627, r181389
r739903, r369391
r739904, r898638
r739945, r990446
r740099, r614541
r740105, r935514
r740121, r615239
r740278, r454748
r740359, r721914
r740566, r243795
r740613, r422055
r740624, r760498
r740690, r690171
r740700, r499300
r740700, r683880
r740861, r384331
r740948, r348165
r741246, r926163
r741257, r633789
r741315, r233760
r741591, r227214
r741619, r187326
r741681, r422982
r741867, r147352
r742059, r426656
r742119, r129257
r742122, r433399
r742156, r235767
r742270, r392120
r742362, r109559
r742419, r903569
r742525, r766272
r742754, r776597
r742785, r410275
r742785, r982337
r742868, r737777
r742881, r420174
r742899, r610418
r742901, r211603
r742920, r270692
r742931, r548432
r742955, r324169
r743011, r321815
r743277, r392428
r743314, r203231
r743315, r529351
r743397, r554603
r743434, r622510
r743471, r866092
r743530, r147962
r743867, r285365
r743891, r186648
r743961, r588303
r743973, r602013
r744024, r289986
r744105, r734377
r744238, r543413
r744448, r264831
r744490, r635045
r744595, r773033
r744668, r392996
r744838, r924580
r744963, r410039
r744998, r931759
r745020, r947532
r745049, r686201
r745152, r874698
r745160, r417437
r745164, r105886
r745289, r765542
r745371, r345902
r745404, r117633
r745552, r558757
r745781, r501441
r745892, r363815
r745968, r778004
r745990, r712077
r746043, r263502
r746101, r981042
r746428, r345935
r746493, r732517
r746506, r948717
r746512, r788454
r746538, r331148
r746642, r563983
r746710, r915067
r746805, r552260
r746811, r145443
r746915, r340808
r746926, r372871
r747005, r209450
r747023, r987042
r747233, r241468
r747293, r269016
r747303, r471906
r747662, r383850
r747685, r657795
r747927, r167631
r747943, r525288
r748026, r866560
r748230, r899527
r748454, r467255
r748469, r786211
r748702, r476754
r748830, r113863
r748834, r707587
r749013, r452133
r749033, r958673
r749262, r744612
r749388, r372767
r749405, r862347
r749467, r416770
r749544, r622868
r749580, r338588
r749618, r928398
r749792, r249116
r749811, r494978
r749903, r696161
r749928, r509722
r749982, r758453
r749985, r656505
r749988, r995140
r750072, r200173
r750163, r818928
r750244, r279925
r750301, r842026
r750362, r122302
r750439, r181121
r750473, r315264
r750508, r277539
r750718, r950261
r750732, r334296
r750809, r185790
r750809, r423548
r750986, r689894
r751142, r422972
r751195, r890885
r751285, r521598
r751334, r337057
r751418, r410774
r751473, r104150
r751501, r820023
r751790, r603675
r752028, r274446
r752123, r608515
r752169, r626864
r752616, r681087
r752654, r373794
r752948, r513537
r753020, r349959
r753119, r364782
r753285, r843886
r753330, r243749
r753415, r509014
r753484, r177467
r753540, r937720
r753638, r312820
r753697, r218696
r753801, r732079
r753817, r693918
r754065, r956269
r754078, r255277
r754084, r220766
r754101, r856920
r754312, r909950
r754352, r987167
